id,text,Sarcasm
1050676830116573184,just heard mms will be tweeting about his years of metoo at the hands of youknowwho shortly 😂😁😂😁😂😁,1
1052237153789390853,new post domestic violence awareness hasnt caught up with metoo new york times has been published on might get fit,0
1052177384345079809,how men can stay safe during the metoo movement bloggers lbloggers fbloggers bbloggers bloggerstribe bloggerbabesrt blackswhoblog bloggerkind beechat theclqrt gwbchat qualityblogrt melaninbloggers usbloggerrt httpstcosaadvhelyk,0
1049992712122859520,powerful men have changed their behaviour at work since metoo,0
1050327679948312576,brocklesnitch sex pest allegations 🤔 auspol arias metoo billkavanaugh brettshorten trump alanjones aclennell abcaustralia rnbreakfast billshortenmp kochieonline karlstefanovic thetodayshow bowenchris angustaylormp skynewsaust kierangilbert,0
1051892368356589568,metoo sexual assault awareness womens short sleeve tshirt httpstconptkfwcfnt,0
1051810953610825730,breitbartnews alrighty then should be fun biden hairsniffer handsyjoe weirdo disgustingperv metoo,0
1052264394082594816,this week ’ s turnouttuesday falls during the one year anniversary of the moment metoo went viral amp millions of survivors came forward to share their truth today i honor those who did not survive sayhername iremembernicole voteforourlives nomorenicoles metoooneyearlater,0
1055397717000835072,ncwindia sharmarekha indianexpress ministrywcd voices about metoo are getting louderwe need solutions too for providing safe workplaces mahilabolindia ’ s largest initiative to end sexual harassmentspread across languages covering months reached more than lac women in partnership with un amp goi,1
1054349150018428930,most indians still haven ’ t accepted the difference between personal choice and social profligacy says actress model quizzer and former miss madras kasthurishankar as she writes about the metoo movement in her column in chennai times tomorrow,1
1051734588832276480,extra hands awesome help via seeker ai robotics innovation bigdata machinelearning blockchain metoo life love larissamanoelaig iot ikoninmanila thewalkingdead tech vr doctorwho xfactor,0
1051988942726152192,alyssamilano voice of fakeness you mean metoo is fake,0
1052284335351652353,one year after metoo where do we go from here,0
1052183746344960000,mother nature ’ s metoo,0
1055042152626040832,mami drops metoo accused directors film from fest lineup,1
1049452243651420160,emilyslist billshortenmp ritapanahi sharrimarkson jccampbell not here to judge shorten hypocrisy qld labor treasurer jackietrad calls out brettkavanaugh in a tweet but not billshortenmp shows metoo and emilyslist in australia are nothing more than political tools ignoring left wing misogyny auspol qldpol couriermail triplej,1
1052005980899180545,trump lawyer declares “ total victory ” stormy daniels files appeal over lawsuit metoo breakingnews,0
1055428874178363392,metoo somebody tried to rape me says alia bhatt ’ s mother soni razdan,1
1048606748746166273,other ways to heal when you can ’ t tell your metoo story,1
1052099101364342784,rachmuth j streets metoo problem via the daily wire,0
1052092141806047234,charlizeafrica on why its important for people to keep talking about metoo,0
1051928080275726337,metoo merch on this night christmas metoo timesup news,0
1052291107726315520,via metoo mania accused,0
1051801566699802624,👩🏽‍💻 i ’ m not in competition with anyone i hope we all make it type ‘ yes ’ in the comments below if you agree 💫 ✅😇🙏🏽🌸👠💋💵👛🗝 smartgirlceo pyeagency ladyboss girlboss bosslady blackgirlsrock girlpower blackgirlmagic essence metoo vote mondaymotivation,0
1056353068760162305,side effects of metoo httpstcoywkgnsvxgl,1
1051783807404318720,metoo movement mj akbar files criminal defamation case against woman journalist who accused him of sexual harassment,0
1054390739726229510,metoo fully support genuine cases says exassam cm,1
1049819542023626752,hey jackietrad are you going to admonish richardmarlesmp in a tweet for supporting billshortenmp about a rape allegation like you admonished the younglibs for supporting the brettkavanaugh httpstcoizzpcymvth auspol metoo qldpol couriermail httpstcotilfabdilp,0
1051848849378009088,roarquette taranaburke no erasingonly uplifting and recognizing our collective power metoo believesurvivors raisethemup mentoo kidstoo thank you taranaburke powerofwomen,0
1052263827549630465,findtruthq foxnews oh so senwarren maybe you misunderrstood more possible that papa rape a cherokee indian in the round up metoo believeallwomen warren heritage take whats not yours apologize amp return all grant foundation money to the cherokeenation,0
1052076676778057728,charlizeafrica on how metoo has changed hollywood it feels like we are finally being heard,0
1051904498606559232,watch alyssa milanos moving metoo video,0
1051863704072007681,hey guess what maryjorapini my dad made me a metoo statistic by gd raping me so your segment is disgusting af to survivors but hey let ’ s check out your advice shall we here ’ s amp pretty good advice actually it just has eff all to do with stopping sexual assault,0
1052244907572822016,waynedupreeshow fbi needs to investigate the corruption in minnesota politics owned amp controlled fully by dnc soros governorsectystateagmayorpolicechiefcitycounsel dont got franken when they found box of ballots in trunk they were allowed added count wakeup metoo votered,0
1052062729685602306,the only lucky guy in this generation of metoo,0
1052109196429287424,bcci ceo rahul johri goes on leave to prepare explanation for metoo allegation,0
1052099094154436608,rachmuth j streets metoo problem,0
1051874964138151936,todayshow stephgosk hows this for abuseofpower anyone remember hillaryclinton using the term bimboalert amp worse to berate every new victim err conquest um consentual affair of her husbands that came out if you remember that do her words toward metoo movement ring hollow now httpstcoiornapziiw,0
1052240083267407872,metoo believesurvivors believewomen believeallwomen but they believe this guy more than his exgirlfriend who has evidence pictures and recorded calls hospital care records everything ford didnt have my advice ladies dont get involved with a dem there very angry people,0
1052188431474802692,bergerpaintsind hello berger paint hope you heard the news about mollywood actor alenciyar from kerala who is a prime accused in metoo metooindia he is acting in your advertisement in malayalam hope you are not supporting this predatorso please take away your add as soon as possible,0
1051970600875495424,we almost sold out so we ’ re making available ten more regular tickets join the movement october and justicegeneration churchtoo metoo,0
1051904499206348805,watch alyssa milanos moving metoo video,0
1054705397477462021,abhinavkindian asyounotwish dont need to comment on the alleged survivor its used to be said first impression always the last impressionthis metoo is just reduced to a extortion business by online feministsunfortunately educated ppl falling to the mob mentality madhukishwar,1
1052227893273583616,actress and activist alyssa milano has released a powerful amp emotional video message that she recorded for her daughter to explain why she went forward with her own sexual assault story metoo,0
1051356183402033152,himtoo how an attempt to criticize metoo went delightfully wrong httpstcoyqjislyfms,0
1052127532428931073,actress who helped trigger indias metoo movement inspired by god reuters entertainment news httpstcoamntfiptpm,0
1051600162068430848,about to go on abcbrisbane abcbrisbane radio to talk metoo year on,0
1051659518067793923,seriously how is “ all men ” rapeculture metoo httpstcovwgwvxatbh,1
1051943602677460992,compromise on moral values reason for such issues bjp mla on metoo money wealth stocks,0
1051859337000275968,we have hundreds of laws in america that prohibit fraud and deception so why would we allow deception in our most fundamental democratic process we really can stop this join us httpstcoxzmvgudogi climate metoo commoncause,0
1052275413798592512,don ’ t be afraid to speak out no matter how long it takes metoo,0
1049500897951264768,metoo ten most powerful comments on social media,0
1051891086795378688,really melania metoo believeallwomen believechristineblaseyford enoughisenough trumpliesmatter getoutthevote httpstcozqzxfibthl,0
1050600740262109184,democrats are hypocrites atensnut metoo,1
1051748497202921472,theres no escape weinstein accusers on hope and despair in the metoo era,0
1052014790548148224,iratrivedi missukissu to a harasser is meetoo for opportunist who want to derail actual metoo,0
1050496849528987648,he is now a violent sexual predator convict sentenced to to years in state prison metoo,1
1051716586464133120,poor kid uspolitics auspol ukpol metoo timesup,1
1050921423034699777,on femalefilmmakerfriday executiveproducer producer actress writer amp creator of risingabovefest summermoore points out why genderequality is logical this is what raf is working to change for all industries strongwomen metoo ​womenempowement empower huffpostwomen,1
1051819926795608065,wonder what else hillaryclinton thinks it was lust or love if not metoo,0
1052280881161728000,daysofmindy day that time i played a zombie in a fallout boy video that was told to dance on the guy who agreed to it but later said he hadn ’ t and pulled a metoo moment on tv so i got thousands of hate mail comments from his insane emo fans liar,0
1051988066469072896,the metoo movement took off a year ago this movement has helped so many survivors find the courage to come forward but for some people its been a painful reminder of why they never told anyone there is still so much work to do,0
1049884550879502336,metoo the war is coming🤘,0
1051944095583756288,postmetoo “ we know that the powerful may delude themselves about the willingness of those they manipulate and that their less powerful victims may go along with things they do not want because they are overwhelmed by the status of their abuser ” httpstcowpoqgoptfe,0
1051698363501080576,minister accused in india ’ s growing metoo storm,0
1054423579503280128,metoo recently appointed member of cintaaofficial actor taapsee wants a clean workplace httpstcoednrptnyoo,1
1051873424166068227,kwameraoul im a male survivor of sexualchild abuse amp domestic violence i believe in you that youll make a difference for our children sexual assault isnt just a womens issue its everyones problem please continue to support the ones that are suffering metoo lgbtdems,0
1051830911812161536,monica lewinsky in tampa today to talk about metoo movement,0
1050195702725242880,for the men who r asking y not then y now u guys will still doubt her amp harrass her even more for y she shared her story immediately no matter what when your sister will tell her childhood story to u one day i challenge u guys to ask y not then y now metoo chinmayi httpstcoecyxbrtogp,0
1048656738985988096,uspoli realdonaldtrump scotus vs metoo by john darkow auspol senatorcollins jeffflake joemanchinwv,0
1052103676217573376,brittanymurphy harveyweinstein metoo rip ibelievesurvivors did weinstein ruin brittany murphy did she refuse his advances was her last studio film he produced it i miss her,0
1052185705194147841,anjanettespeak beheard yesallwomen metoo churchtoo via,0
1051914245766557701,hillary clinton metoo doesnt apply to bill lewinsky was adult via washtimes,0
1051756757205184512,the gift that keeps on giving days hours minutes seconds until election day realdonaldtrump christineromans davebriggstv cnn earlystart metoo,0
1051932240240816128,methodist official says intersectionality is important to combating abuse supporting metoo,0
1051776315525873664,not my battle mallika dua on metoo claim against father vinod dua,0
1051693015172026370,before india ’ s metoo a poetry anthology replaced its editor for allegations of sexual misconduct,0
1051963202106322944,hillary clinton ’ s willful misunderstanding of the metoo movement httpstcoegqhtzruiq,0
1052248506000429056,yeah elizabethforma is legit metoo,0
1052073905601409024,my first talk at ucla we discussed mental health peer support and sexual assault thanks for having me uclaalphagam 💕mentalhealthawareness metoo important,0
1051903203745427456,metoo changed the workplace sexual harassment landscape has your company adapted civility civiltreatment,0
1050180802904961024,surprised ultra metoo moralistic jackietrad would share a press conference with billshortenmp after she slammed younglibs for posting support of brettkavanaugh nomination considering shorten faced similar sexual assault allegation auspol qldpol couriermail,0
1051891333630185472,realdonaldtrump secretarysonny day yr b amp w watching your lifes work rot bc usda decided the cost of due process exceeded the benefit to government traitors no people no other words abuseofpower corruption metoo,0
1052189267617832960,tropics wvloop westbound dont you hate when a song gets stuck in your head metoo so what do you do listen to your favorite songs while you loop,0
1051151712549916672,listening to conservative talkradio today concerning the midterms it appears now as if the republicans plan to politic against the metoo movement drblaseyford strong vocal women amp all female victims of sexual abuse amp assault because women always lie sickening gop,1
1051957223830839296,college student allegedly raped hours after attending a metoo rally,0
1048638014350680065,miranda fricker speaking on ‘ knowing notknowing and halfknowing ’ at metoo and epistemic justice ⁦⁦cuny⁩,0
1051726115515977733,how fathers should talk with their sons about sex in the metoo era httpstcoyzfjuockps,0
1051627074492882944,sometimes we unintentionally hurt others by failing to have consideration for their feelings wishes or rights it ’ s important to acknowledge that although it wasn ’ t your intention we are sorry for the pain our actions caused sexualviolenceawarenessmonth respect metoo httpstcoshvxjtggnz,0
1052037459213611008,a year ago alyssa milano started a conversation about metoo these women replied httpstcorulybyalic,0
1049928978675298304,will sharrimarkson raise the metoo issue of the woman who alleged she was sexually assaulted by billshortenmp with sarah hanson young auspol sharrimarkson brettkavanuagh skynewsaust theboltreport,0
1054742487967895553,do you agree metoo 😂,1
1051957160182259712,unsung hero rose schneiderman was a forerunner of the metoo movement history mondaymotivation,0
1051897521759551489,want to see another free showing at athena cinema minutes series will be showing beautifully broken free to all students and ohio university faculty and students today this film touches on the metoo movement genocide and immigration see you there ✨,0
1052257705652613122,conservamomusa bonniemhancock alyssamilano alyssamilano the world doesnt care what you say to your daughter about metoo movement as you ridiculously sob spreading your own false and liberal rhetoric httpstcofedbcatowr,0
1048651813858230273,uspoli realdonaldtrump kavanaugh metoo bombed by adamzyglis auspol senatorcollins jeffflake joemanchinwv,0
1051970017959522306,billionaire heir erick bretz takes a page from the trump playbook threatens to sue his victim despite audio tape of the incident that proves differently metoo timesup erickbretz,0
1052135641570533376,metoo chetan bhagat ridicules ira trivedi ’ s allegations says it was she who wanted to kiss him,0
1052171029823479808,metoo alyssamilano kathygriffin not all women are truthful httpstcoszgisugslu,0
1052098695355875328,piersmorgan mmflint gmb donald trump asked gop judges to outlaw protests against him a photo of germans protesting adolf hitler being included in chancellor von papens royalistconservative cabinet the last protest allowed in germany scotusblog aclu metoo marchforourlives,0
1054718177920331776,do come metoo metooindia httpstcoqmuosegnjx,1
1051968225615835136,new post a year ago alyssa milano started a conversation about metoo these women replied has been published on breaking news httpstcoffvsdfgysc,0
1051986424617041920,meredith ’ s metoo moment on theoffice,0
1051876639028604929,aline brosh mckenna talks changes still needed on metoo anniversary ‘ it is still white men ’ in charge,0
1054708949373648897,by berrysays metoo follow my writings on,1
1049599895579979776,mate sent me this photo im sure most of my followers might get this guy falseallegations metoo police mentoo liar,0
1051927182472306689,whoopi goldberg slams metoo actresses who used sex with ‘ uglyass ’ men to win oscars,0
1049804220696748033,if labor win government what a quinella 🏇🏼🏇🏼 prime minister accused of historic rape allegation deputy pm married to convicted drug trafficker auspol metoo everest kavanaugh anncoulter theboltreport jccampbell tomwconnell annelisenews couriermail,1
1051863480326909952,if you missed it check out cheryl mcwhorter and the no more organization on the gwade radio show tune in now at gwade deacondirty gwaderadioshow wadeworksstudios atlanta atl city nomore domesticabuse domesticviolence abuse metoo calendar,0
1052046979726004224,if u keep ur feet in concrete by denouncing fact polite debateamp science u will condone stagnation amppromote backward hateampviolence instead of united mutually beneficial progress reason voteblue aarp blm veterans millennials metoo marchforourlives daca,0
1056561022121791488,wonderful women wonderful panel with vintananda therestlessquil tushitapatel sisterjesme on metoo at blrlitfest httpstcoqybnilgmzr,1
1051924655643201538,rosariodawson taranaburke goes to the pip pull away from burke for the hair flip at the golden globes if someone were to do a poll on people involved in metoo what percentage of the population would know who tamra burke is,0
1051750090958725125,dating after the metoo movement where accusations is enough guilty till proven innocent no dueprocess mondaymorning maga makeamericagreatagain romance politicalcorrectness,0
1051919471454183427,yesterday dmregisters jasonclayworth ​published an article ​that outlined the toxic workplace environment at our state capitol iowacasa is appalled and disheartened read our full statement here wevote believesurvivors metoo,0
1054349721534259200,i wonder whom to believe one who shows the email but targeted or one who says it was send by mistake but alleged metoo btw is kiss u a key board button which gets pressed by mistake if that be so world may be full of kisses 😋😋😂😂,1
1051727745640742912,sunrun ceo why metoo hasnt had more impact on silicon valley,0
1052247674685140993,after metoo,0
1049452586867322880,realjameswoods twitter twittersupport have you been shadow banned shadowbanned metoo,0
1051847319614889984,heres da thing and heres what realdonaldtrump gop and magats dont get they demand loyalty but dont have and never will have the capacity for respect resist votebluetosaveamerica metoo,0
1051854191906439168,one year ago i recorded this for my daughter explaining why i shared my story of sexual assault i never expected to release it publicly now i feel it ’ s too important not to share metoo dear elizabella i love you so i will fight so,0
1052210962143555584,i believe that this ideology is one that must be broken society has created this stigma and it ’ s time to move forward to a new way of thinking for all metoo healing ideology society change,0
1052008783361265665,metoo iftda issues notice to sajid khan over sexual harassment allegations,0
1048773251483103232,pity the metoo kavanaugh deplorablesrioters werent vocal when democrat hillary let an ambassador in benghazi and staff be tortured and murdered potus sebgorka sheriffclarke carlachamorros drmartyfox seanhannity tuckercarlson mirandadevine foxandfriends cnn wsj,0
1052109178087587840,bcci ceo rahul johri goes on leave to prepare explanation for metoo allegation,0
1049973389425664000,taxidermy deathshead moth by oddity asylum taxidermy halloween gothic black deathsheadmoth aussie ⁠ ⁠ tattoo art theblockau butterfly moth spider fortnite hardquiz kelilane oufc ispr etalk qanda news metoo⁠ ⁠ amas⁠ ⁠ oufc httpstcowabkiakezg,0
1051752110256283648,in light metoo and timesup we need to give serious consideration to how we better support women in the workplace so we created the accord program more information and expressions of interest are here httpstcobhjfedrkth httpstcowqqnjxljwv,0
1052273409260834817,anita defrantz is a noted activist specifically to promote civil rights and to eliminate sexual harassment presenting a candid talk about “ race and gender in sports in an age of metoo ” free with submitted rsvp at public parking is,0
1051988115240275968,aclu alyssamilano taranaburke and now for more fake news and fakery of metoo bs,0
1052012640522960896,alyssamilano i felt the same way looking at my beautiful daughter and i am so proud of you for your strength that has given us all so much courage to own our truth and fight for our girls metoo ♥️👊🏼,0
1052286635298250752,dont fucking talk about hillaryclinton dont keep her apologizing for her husbands mistake billclinton had consensual sexual play with an intern it was adultery but consensual its not to be confused with metoo or with realdonaldtrumps nasty predatory sick life,0
1052219641261580289,perspective metoo has a long way to go,0
1049808211534958592,an uneasy silence had descended over the bar but then some dude cracked a ´blondé joke metoo kavanaugh harveyweinstein,1
1051969826548256768,this painting on the white house commissioned by trump is so laughable ridicules that only a insecure baby would find it amusing baby trump strikes again realdonaldtrump ge is such a joke and threat to our country wake up america bluewave resistance metoo voteblue,0
1052033123142303744,what a fraud and big baby you are realdonaldtrump fakepresident pastpresidentspainting i cant wait till you leave office loserdonald pussygrabberinchief metoo,0
1051907000303403008,subtleties of sexual harassment kaufmanlaw sexualharassment metoo httpstcoujhhfpqsdx,0
1051973740790210561,“ conservative women don ’ t feel victimized ” how the kavanaugh nomination underscored the right ’ s complex inability to cope with the metoo reckoning httpstcoysthyhftun,0
1050892973179727872,sebgorka this is what the leftist proislamist democrat women amp cnn msnbc bbc metoo support,0
1051809346512932864,sagarikaghose mjakbar ndtv every thread of metoo holds disgruntled ill informed men filled with apathy hate and spiteful venom targeting the veracity of the claim or the individual itself 🛑 stop reflect amp speak to any woman in your life abt their exp with men you will find all answers,0
1052104213465948161,rosemcgowan rosearmy brittanymurphy metoo timesup harveyweinstein rosemcgowan any thoughts on bm i feel like weinstein hurt her career,0
1051946352144334850,metoo was never a push to lock up men httpstcopdctyvjsne,0
1051972435627663361,repost trumprumppaper wwyd tag two friends and ask wwtd traitor believesurvivors sexualassault rape metoo enough brettkavanaugh rockbottomsbasement theresistance nfl colinkaepernick blacklivesmatter takeaknee taketheknee donaldtrump fuckgop notmypresi…,0
1052208827393695745,domestic violence awareness hasn ’ t caught up with metoo here ’ s why httpstcosrkfodwiiv,0
1052260416292904961,nicole kidman on why metoo helps both men and women move forward via variety womeninfilm nicolekidman metoo httpstcokffygxduje,0
1049344615348756484,rose mcgowan says she was slamming hollywood not the metoo movement httpstcospsvwfrhij,0
1052019526399873024,metoo getting stronger,0
1051901432444739584,dating tips in the wake of metoo httpstcozmsqqfncrh,0
1049973338372632578,taxidermy deathshead moth by oddity asylum taxidermy halloween gothic black deathsheadmoth aussie ⁠ ⁠ tattoo art theblockau butterfly moth spider fortnite hardquiz kelilane oufc ispr etalk qanda news metoo⁠ ⁠ amas⁠ ⁠ oufc httpstcofhoqoddxzt,0
1052015898452811776,raw and intimate poetry from award winning author karlyle tomms the gulls are always laughing poetry bullied oktosay poetrylover lgbt lgbtq traumasurvivors metoo recovery mentalhealth readtherainbow bookworm bookwormforlife read overcome,0
1051958202143629312,“ this metoo this timesup this is your pentagon papers moment so i think the movie really did meet its moment in time and the time ’ s up so let ’ s go girls let ’ s roll ” meryl streep accepting nbrfilms best actress award for her performance in ‘ the post ’ leadingwomen httpstcomlncicvzlr,0
1051825482994466817,hillaryclinton these are the women you didnt believe metoo is hypocritical,0
1052030676512464896,stormy daniels just called and asked me to remind everyone to please please please donate to her fundraising page every dollar makes a difference metoo webelievesurvivors standwithstormy,0
1052030619683713024,great quote by johnlegend risingabovefest singer producer peace love metoo womenproducers supportwomen​ hollywood​ mensupportingwomen,0
1051714613333696512,peonies poetry from my book the gulls are always laughing available now poetry domesticviolence traumasurvivors metoo strength books readtherainbow bookworm bookwormforlife,0
1051990511135780864,comedy legend arseniohall discusses billcosby metoo and gives an exclusive update on the comingtoamerica sequel listen httpstcocbiyvxdjio,0
1051722418589335553,in honor of it being national mental health awareness month i ’ m here to say i ’ ve struggled with my depression since around yrs old i was raped at and went through hell my whole life i ’ m yes old and still fighting metoo kickdepressionsass,0
1051927453155938306,metoomvmt metoo double standards if a man said this 😆,1
1051853882232582144,one year ago i recorded this for my daughter explaining why i shared my story of sexual assault i never expected to release it publicly now i feel it ’ s too important not to share metoo dear elizabella i love you so i will fight so httpstcourfqribpdj,0
1051820601030168576,i want to continue making movies that show folks that when they speak up and speak out and choose to move forward there are folks there to make sure they survive and there are folks there to say you arent alone coming soon documentary metoo,0
1052228371994808321,most women i know have been sexual assaulted or raped most women i know have been blamed for their sexual assault or rape most people who commit sexual assault or rape face no repercussions we need justice and education i am a survivor metoo teachthem letstalkmonth,0
1055415786863497217,arbaaz khan metoo movement is like tsunami,1
1051714192707805184,soon metoo movement will hits tollywood httpstcoqwbwfwoamm,0
1051938560926998529,for thousands of years women have been prey this time the predators lose thriller awardnominated huntress moon series on sale metoo timesup,0
1052182665695178754,metoo are you happy that men that cant win in the male world of sports are taking advantage of womens world of sports by simply going transgender if you look at them all they are only doing the minimum hair makeup clothing to qualify to take your medals,0
1051939199195045890,what a shock hey old bill is in the clear amp every single imwithher metoo moron will swallow this huge pile of shit without a single gag 🤷🏼‍♂️ hypocrites httpstcoxkymfqnanj,0
1051910566929784842,rahuldravid even the wall of india faced this situation bad very bad very sad to see this the reason why rahul dravid is the real man metoo,0
1051853138007871489,or with some religions just learn and live what the religion intended to teach you about love loving your neighbor doing unto others grace and charity humanrightsdefenders blacklivesmatter metoo asylumseekers dreamers equalityforall,0
1051826897322221569,monica lewinsky in tampa today to talk about metoo movement,0
1051838590907535360,a year ago metoo became a viral call to action survivors wove a collective narrative that could no longer be ignored we voiced the change that needed to be made thank you taranaburke for starting it all metoooneyearlater,0
1055011570181378051,amalaams slams susiganeshan metoo metooindia,1
1051986120353959936,someone has to be first from girl in disguise by greer macallister opendoors unlock firstfemaledetective metoo mondaymemories bookclub makentake ylpl historicalfiction mystery publiclibrary library,0
1052182680069177344,did you know that a year after the metoo movement sexual harassment lawsuits went up by call us at to learn more about the sexual harassment training we provide for employers on site,0
1052228134026833920,most women i know have been sexual assaulted or raped most women i know have been blamed for their sexual assault or rape most people who commit sexual assault or rape face no repercussions we need justice and education i am a survivor metoo teachthem letstalkmonth httpstcocguknvmteu,0
1051969364944011264,krassenstein remember the creep mocking senator warren calling her the fake pocahontas and saying he ’ d try to make her take a dna test by throwing it at her onstage “ we have to do it gently because we ’ re in the metoo generation so we have to be very gentle ” httpstcorcwtmifdnm,0
1051974638731972609,after watching the debate between jimrenacci and sherrodbrown it is clear that it ’ s time for brown to step down under the terms of the metoo movement there is no other choice wlwt johnlondonwlwt mitchellvii billcunninghams kimguilfoyle,0
1051896469647544320,npwf stay woke say the words equalrightsamendment and demand eranow httpstcoatqwqqgqor 💯🙌🇺🇸 we can not wait for guaranteed rights in the us constitution metoo metoomvmt taranaburke aclu nwlc senatorspearman halaayala authorkimberley alyssamilano mirasorvino httpstcorsazyovqdu,0
1052108484261634050,abc theadvocatemag occupywallst moveon mmflint joyvbehar stephenathome iamjohnoliver tyleroakley parkland metoo marchforourlives theadvocatemag occupywallst moveon mmflint stephenathome iamjohnoliver tyleroakley if you hate grannynanaabuela vote gop if you love your grannynanaabuela vote thedemocrats texasdemocrats georgiademocrat,0
1052105370091417601,metoo founder tarana burke reflects on the movement one year later,0
1052237938166255616,the misogynistic video from this ti rapper who is from atlanta is antiwoman and deeply offensive will mayor keishabottoms condemn it and apologize to flotus what about all the feminists in atlanta metoo georgiademocrat staceyabrams,0
1054724869961723904,tatas still not saying tata to alleged serial sexual offender suhelseth while mahindra adanigroup have taken a firm zero tolerance standfriendship with patriarch ratantata comes to seth ’ s rescueboycottsexualpredators metoo metoocontroversy,1
1052150134421839872,pledgedemocracy indivisibleteam hillaryclinton the metoo movement is biting some dems on the butt it ’ s about time it caught up to keith ellison httpstcojozhvzbfff,0
1051844976001175553,one year ago i recorded this for my daughter explaining why i shared my story of sexual assault i never expected to release it publicly now i feel it ’ s too important not to share metoo dear elizabella i love you so i will fight so you don ’ t have to love mama,0
1051868547045978112,megankelly megankellytoday killary clinton will protect her rapist husband rape enabler who abuses these women who bill raped in deep denial she is going on tour for metoo when she is against me too movement liars crooks money laudnering haitian child organ harvesting httpstcontmmazfudu,0
1055054155633504256,no contender for metoo😂😂 metoo,1
1049506503479058441,asked whether metoo is losing influence in the face of kavanaugh and trump ed responded with an emphatic no and compares the movment to blacklivesmatters full ep httpstconxarseaevj christineblaseyford believewomen httpstcoaffmowtqrn,0
1051883309712564224,a hard look at the hard numbers of metoo freevipquote httpstcobnhqywbvrl,0
1051700568836718592,metoo merch coming on strong gender and sexuality in womens sport httpstcosrqmkhbavd metoo timesup news,0
1049513044571635712,queer the leads and unleash the nudes how to reboot a sexist classic for the metoo age httpstcoziphfvybnf,1
1056351463797125120,badminton star pv sindhu lends her support to metoo movement httpstcodtwjtwavlr,1
1051114740439834624,fight for justice for sex assault survivors timetoact dearprofessorford webelievechristine ibelievewomen ibelieveher yesallwomen ihave whywomendontreport timesup metoo notokay ihearyou rapecultureiswhen youoksis httpstconhlvnevzwt,1
1052260036054065153,braylennapier sarahpalinusa qanon potus ingrahamangle realcandaceo marklevinshow im all good its the left thats angry sad easily offended and confused in general yall dont know what you want till msm tells ya hillary is such an easy target shes begging gor it pound me too please metoo,0
1052282306512150528,the metoo movement ’ s roots in women workers ’ rights httpstcovwwttebgkz,0
